,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,20170101,201,51,53,70,3,10,23,100,3,16,0,15,32,3,0,18,0,0,55,16,6,3,16,1,10182,10227,1,10160,15,1,1,37,21,8,97,98,1,95,6
240,20170102,318,29,33,60,13,10,1,160,11,32,-1,7,67,11,-26,12,46,59,287,10,20,9,20,3,10235,10258,19,10197,1,27,1,80,14,5,83,96,1,69,14
240,20170103,268,71,72,90,11,40,1,140,18,57,16,1,74,23,3,6,7,9,131,4,4,3,3,2,10214,10252,2,10159,24,61,6,75,10,8,85,91,2,77,11
240,20170104,317,77,80,110,13,30,23,210,9,59,24,23,76,2,5,24,28,36,258,10,6,3,16,3,10175,10237,24,10145,4,38,2,72,22,6,76,92,2,63,8
240,20170105,54,22,30,50,12,10,19,80,13,3,-43,22,40,12,-79,24,62,79,382,0,-1,-1,1,4,10331,10403,24,10241,1,65,6,83,14,2,79,95,6,57,13
240,20170106,165,38,40,60,20,10,5,80,18,-25,-59,8,-2,23,-79,6,63,80,399,9,3,3,24,4,10386,10411,9,10343,24,47,24,75,1,8,78,93,24,68,12
240,20170107,200,35,41,70,2,10,19,110,3,7,-13,3,35,23,-25,24,0,0,63,25,9,4,4,1,10302,10334,1,10289,14,1,18,58,1,7,97,98,13,93,2
240,20170108,308,7,15,30,5,10,3,40,4,44,11,8,72,14,-6,6,2,3,127,0,0,0,1,2,10310,10320,11,10299,1,2,7,75,14,8,92,98,1,78,14
240,20170109,184,51,52,80,19,20,1,120,22,54,39,4,66,21,37,6,0,0,76,59,67,27,23,1,10191,10292,1,10064,24,2,5,59,1,8,96,98,5,94,1
240,20170110,229,32,38,80,1,20,9,130,1,57,31,5,74,14,15,6,23,29,235,19,13,4,9,3,10083,10107,20,10058,4,58,22,70,10,7,92,96,24,85,10
240,20170111,263,89,102,140,14,50,1,200,11,72,49,1,98,11,44,6,29,36,266,8,5,5,8,4,10054,10091,1,10021,10,33,8,67,24,6,78,96,1,64,23
240,20170112,255,54,71,110,1,20,22,170,1,53,2,24,79,12,2,24,15,19,196,101,169,31,21,3,10009,10091,2,9854,23,28,24,69,3,8,81,98,24,67,4
240,20170113,307,73,84,120,18,50,6,210,18,37,2,1,62,18,2,6,20,25,271,44,89,22,16,3,9989,10069,24,9879,1,24,1,80,13,7,78,98,1,62,23
240,20170114,311,49,54,100,1,20,23,170,1,25,0,24,49,1,-12,24,27,33,213,30,68,19,11,2,10128,10176,24,10078,1,38,21,80,16,6,82,94,12,63,1
240,20170115,265,13,19,30,1,10,8,60,1,11,-33,7,36,12,-54,12,16,20,240,0,-1,-1,1,3,10209,10241,24,10180,1,65,3,70,1,7,90,96,9,85,1
240,20170116,69,16,21,30,10,10,1,60,10,-8,-50,23,33,13,-72,24,68,83,484,0,0,0,1,5,10289,10347,24,10241,1,4,3,80,12,4,88,98,3,66,14
240,20170117,128,17,18,30,6,0,16,50,6,-35,-67,24,4,16,-83,24,37,45,413,0,-1,-1,1,4,10381,10400,21,10346,1,8,5,57,14,4,91,98,5,79,15
240,20170118,127,12,14,20,1,0,21,40,7,-34,-62,1,-16,15,-74,6,17,20,223,3,1,1,8,2,10398,10408,10,10388,24,2,4,32,16,8,97,98,1,94,14
240,20170119,77,12,13,20,1,10,2,70,13,-14,-57,6,48,14,-78,6,73,87,504,0,0,0,1,5,10381,10391,9,10370,24,26,2,82,16,1,79,96,2,40,16
240,20170120,66,24,25,40,19,0,2,60,18,3,-51,5,48,13,-75,6,70,83,449,0,0,0,1,5,10354,10367,1,10336,24,49,2,83,17,4,74,96,2,42,12
240,20170121,78,29,30,60,10,20,1,90,10,4,-49,24,46,14,-79,24,75,89,505,0,0,0,1,5,10300,10332,1,10279,16,42,4,72,14,2,89,98,4,75,15
240,20170122,215,2,13,30,15,0,17,40,14,-16,-69,8,37,14,-95,12,75,88,529,0,0,0,1,5,10273,10278,10,10266,16,0,23,59,11,3,91,98,23,74,13
240,20170123,186,16,20,40,15,0,3,60,13,0,-63,2,32,21,-73,6,5,6,150,3,3,3,24,2,10267,10278,10,10259,16,0,1,36,14,7,96,99,1,91,13
240,20170124,155,18,20,40,14,10,1,50,14,13,-3,11,31,3,-10,12,21,24,301,4,1,1,3,3,10285,10313,23,10256,3,1,11,59,3,8,97,99,10,94,2
240,20170125,125,27,30,40,13,20,4,70,13,-9,-41,22,7,13,-62,24,0,0,158,0,0,0,1,2,10302,10318,10,10284,24,16,4,57,21,6,88,97,1,81,15
240,20170126,122,36,38,50,11,30,7,70,10,-25,-48,8,-1,14,-62,12,73,84,504,0,0,0,1,5,10239,10280,1,10192,24,57,1,62,18,0,81,86,1,74,14
240,20170127,135,45,46,60,12,30,3,90,12,8,-42,3,47,24,-55,6,50,57,394,0,0,0,1,4,10164,10188,1,10154,24,59,6,69,24,5,76,85,2,67,24
240,20170128,161,47,53,70,11,30,18,100,10,57,24,4,94,14,13,6,27,31,339,0,0,0,1,4,10147,10159,23,10137,14,64,23,73,11,8,74,93,24,62,10
240,20170129,186,49,52,70,10,40,1,110,10,44,29,1,61,14,15,6,13,15,217,19,8,5,24,3,10158,10166,12,10126,24,56,7,67,21,8,90,95,7,86,12
240,20170130,17,5,46,80,2,20,20,110,2,50,31,18,71,9,29,18,2,2,141,74,62,18,4,2,10106,10153,24,10069,6,13,9,70,14,8,91,98,6,81,21
240,20170131,88,23,33,60,22,10,1,90,5,40,31,2,57,12,28,6,3,3,202,0,0,0,1,2,10169,10177,18,10156,1,56,23,75,12,8,83,87,1,74,12
240,20170201,138,55,55,70,9,40,4,100,2,37,4,7,64,24,-3,6,0,0,198,22,7,4,20,2,10125,10170,1,10084,23,10,8,68,18,8,88,98,8,78,15
240,20170202,148,58,59,70,11,40,2,110,15,89,57,5,129,15,49,6,28,31,405,17,7,5,24,6,10042,10080,1,10013,24,41,4,74,15,7,88,96,3,75,14
240,20170203,157,37,41,50,1,20,15,80,1,84,62,21,114,13,47,24,17,19,288,0,-1,-1,1,4,10008,10030,10,9969,24,60,5,75,20,6,85,95,6,78,14
240,20170204,147,11,33,60,3,10,19,80,2,54,25,6,72,14,12,12,8,9,272,83,96,25,21,3,9992,10005,24,9973,1,22,23,70,11,6,92,98,22,83,14
240,20170205,3,5,22,40,1,10,6,100,15,40,16,6,61,15,-7,24,3,3,254,10,3,2,2,3,10041,10118,24,10005,3,1,7,61,17,8,93,98,5,85,18
240,20170206,96,13,20,40,22,10,3,60,10,44,16,5,62,13,4,6,0,0,175,0,0,0,1,2,10178,10197,17,10125,1,34,8,62,14,8,91,97,5,84,15
240,20170207,87,51,52,60,5,40,11,100,21,24,9,23,41,1,8,24,0,0,137,43,8,2,16,2,10174,10196,24,10162,13,18,14,57,5,8,92,95,16,88,2
240,20170208,61,64,64,70,9,60,1,110,13,-1,-9,24,9,1,-10,24,0,0,85,8,2,1,10,1,10252,10295,23,10199,1,25,10,56,22,8,89,95,10,84,23
240,20170209,68,60,60,70,3,50,15,100,2,-14,-20,22,-8,1,-21,24,0,0,137,0,-1,-1,1,1,10283,10297,7,10259,24,50,11,57,2,8,82,83,1,80,18
240,20170210,70,45,45,60,4,30,16,100,9,-22,-40,5,-15,18,-47,6,0,0,128,8,1,1,22,1,10236,10256,2,10224,16,20,22,57,8,7,85,92,21,81,1
240,20170211,59,53,54,80,23,40,1,130,24,-4,-16,1,8,15,-19,6,1,1,200,69,60,18,24,2,10219,10226,9,10211,14,2,24,42,8,8,90,98,11,85,14
240,20170212,74,65,65,80,1,40,22,120,1,3,-13,1,20,15,-12,24,40,41,569,15,8,4,3,6,10262,10297,24,10221,1,7,2,56,9,4,85,94,2,79,15
240,20170213,78,61,61,80,19,50,1,120,20,16,-15,7,53,15,-19,12,87,89,805,0,0,0,1,9,10288,10301,1,10275,16,40,2,60,24,0,77,88,7,69,15
240,20170214,106,37,39,60,2,10,22,100,2,37,-3,7,89,15,-27,24,87,88,809,0,0,0,1,10,10290,10311,24,10270,3,57,5,63,13,0,69,78,21,56,14
240,20170215,169,32,36,50,17,20,1,80,20,68,11,7,129,15,-18,6,81,82,755,2,2,2,20,10,10307,10322,8,10295,19,56,22,64,13,2,77,96,24,61,13
240,20170216,232,49,52,70,13,40,1,100,11,62,30,1,95,14,15,6,26,26,477,0,0,0,1,6,10282,10300,1,10253,24,16,7,70,24,6,92,98,5,83,24
240,20170217,290,46,50,80,3,10,22,120,3,69,51,24,82,13,51,24,0,0,248,2,1,1,4,3,10259,10282,24,10237,6,4,24,70,1,8,91,98,21,81,1
240,20170218,195,28,30,40,12,10,4,60,8,43,17,24,88,15,-16,24,27,27,455,0,0,0,1,6,10260,10281,1,10232,24,1,5,60,16,7,94,98,1,78,15
240,20170219,240,44,50,70,10,30,20,100,10,64,20,1,101,14,6,6,36,35,526,7,3,2,10,7,10204,10224,1,10196,13,25,9,65,24,7,90,96,1,80,14
240,20170220,244,65,71,90,15,40,2,140,16,91,73,1,110,23,70,6,7,7,240,44,24,7,19,3,10149,10189,1,10128,16,18,7,70,22,8,93,97,7,86,23
240,20170221,258,56,65,120,24,40,18,180,24,91,71,7,106,14,61,6,69,67,830,15,13,6,22,12,10131,10157,11,10076,24,24,21,73,16,8,84,95,21,70,14
240,20170222,250,94,97,130,2,60,15,200,2,89,73,15,101,10,72,18,0,0,201,109,146,35,15,3,10048,10070,1,10039,24,32,13,70,17,8,91,96,13,86,10
240,20170223,248,108,127,170,13,30,3,280,18,77,41,22,105,13,34,24,6,6,230,115,94,19,5,3,9930,10033,1,9851,15,32,10,70,9,8,85,97,4,66,15
240,20170224,289,44,50,90,1,20,19,140,1,44,-1,23,82,13,-16,24,72,69,858,2,1,1,2,11,10132,10196,22,10020,1,61,1,80,10,3,79,96,24,62,13
240,20170225,208,73,74,100,18,40,1,150,15,58,11,1,87,20,-2,6,3,3,314,41,17,6,22,4,10151,10197,1,10107,24,59,24,75,13,8,82,95,1,72,15
240,20170226,212,79,80,100,18,70,11,150,18,87,69,7,106,21,66,6,0,0,182,16,13,6,4,3,10078,10100,1,10047,24,19,10,75,21,8,88,95,10,74,21
240,20170227,194,86,89,110,19,70,1,180,20,83,43,24,102,3,39,24,2,2,176,49,67,22,14,2,9938,10041,1,9864,24,58,8,75,1,7,83,94,13,76,5
240,20170228,219,76,78,110,5,50,19,150,2,44,21,6,66,11,20,6,27,25,537,27,33,13,7,7,9886,9931,23,9857,4,42,6,75,14,7,85,93,6,77,14
240,20170301,232,41,48,70,7,30,4,110,14,61,36,1,89,13,32,6,34,31,616,46,32,11,20,8,9973,10001,12,9928,3,44,24,82,14,7,86,96,22,63,14
240,20170302,249,86,90,140,5,40,2,230,5,63,28,24,84,14,16,24,24,22,557,48,48,20,3,7,10058,10133,22,9954,3,50,2,75,14,7,81,95,1,71,12
240,20170303,145,45,48,70,15,20,24,110,12,58,12,3,89,22,0,6,16,15,445,5,1,1,12,6,10034,10126,1,9947,24,59,3,75,13,7,81,96,4,69,11
240,20170304,183,30,42,70,12,10,19,110,12,86,60,1,131,13,31,6,10,9,409,32,32,14,21,6,9920,9940,24,9897,14,58,21,75,11,8,86,93,18,74,13
240,20170305,183,66,70,100,13,40,23,150,13,68,41,24,110,13,31,24,44,40,754,36,36,13,17,10,9951,9967,8,9937,15,61,16,80,12,6,85,94,23,60,13
240,20170306,360,2,22,30,1,10,5,90,17,59,25,3,100,14,10,6,44,39,854,13,25,23,17,11,10013,10086,24,9965,2,40,8,76,14,6,89,97,5,67,14
240,20170307,279,33,38,50,11,20,5,80,10,66,41,24,90,14,32,24,15,13,540,0,0,0,1,7,10148,10191,21,10093,1,32,6,75,14,8,87,97,1,77,14
240,20170308,205,32,55,100,9,20,20,150,10,59,21,24,101,14,0,24,0,0,178,81,137,36,13,2,10131,10179,1,10089,13,26,12,65,16,7,94,98,12,88,4
240,20170309,283,50,63,120,14,10,3,180,14,73,11,3,122,13,-5,6,54,47,906,8,2,1,8,12,10191,10267,24,10151,9,1,4,81,14,5,87,99,8,64,14
240,20170310,161,16,23,40,23,10,4,60,12,66,-5,6,116,12,-41,12,81,71,1167,0,0,0,1,16,10272,10289,9,10250,23,4,6,81,19,4,73,98,3,50,14
240,20170311,122,24,25,40,22,10,3,60,22,77,25,3,125,15,-9,6,31,27,740,0,0,0,1,10,10208,10246,1,10172,24,67,8,80,14,8,70,82,3,53,14
240,20170312,107,29,31,40,1,10,19,70,9,89,44,6,152,16,-10,24,97,84,1242,0,0,0,1,18,10156,10189,24,10140,14,75,1,83,18,8,62,76,23,43,14
240,20170313,290,24,29,50,12,0,4,80,10,63,5,6,123,14,-29,6,88,76,1131,0,0,0,1,15,10262,10313,22,10197,1,56,8,74,15,7,86,95,4,68,14
240,20170314,239,43,46,80,12,10,3,110,12,81,33,3,136,11,10,6,42,36,954,0,0,0,1,13,10307,10317,20,10298,6,50,15,64,1,8,89,95,1,74,11
240,20170315,290,19,23,40,11,10,2,90,16,89,43,22,135,15,-4,24,100,85,1439,0,0,0,1,20,10318,10333,11,10290,24,57,2,76,12,4,70,97,4,44,12
240,20170316,220,32,38,70,12,10,1,100,13,99,28,6,165,14,-13,6,107,90,1394,0,0,0,1,20,10221,10285,1,10161,24,42,22,67,9,1,76,90,2,57,13
240,20170317,255,76,83,130,24,50,1,200,24,81,65,8,105,14,57,12,43,36,912,44,40,15,23,13,10134,10171,10,10035,24,29,22,78,18,8,74,92,22,58,13
240,20170318,261,63,68,140,3,20,17,230,2,91,76,20,115,10,74,24,3,3,252,60,47,12,14,4,10062,10094,20,10014,3,25,23,70,8,8,92,98,19,86,6
240,20170319,241,97,98,120,13,50,1,180,9,113,95,1,136,14,93,6,45,37,902,18,10,6,2,14,10062,10082,1,10052,16,33,1,68,7,8,86,98,2,74,14
240,20170320,233,96,97,150,17,50,23,220,17,103,82,24,113,14,73,24,2,2,201,53,33,10,9,3,10043,10064,2,10023,18,26,9,75,17,8,89,94,9,76,17
240,20170321,243,61,68,110,10,40,22,160,10,71,29,24,95,12,12,24,101,83,1448,0,0,0,1,20,10088,10127,22,10043,2,59,3,80,10,6,72,93,3,51,13
240,20170322,137,44,48,70,11,30,1,120,13,71,12,6,128,14,-1,6,80,65,1435,0,0,0,1,19,10131,10145,23,10122,15,62,8,82,18,4,66,87,1,44,15
240,20170323,62,55,56,90,22,20,4,130,22,82,19,5,132,15,-11,6,103,84,1586,0,0,0,1,22,10182,10249,24,10146,1,59,23,79,15,2,71,86,6,56,15
240,20170324,61,64,65,80,13,50,3,130,15,86,48,6,132,14,38,6,107,86,1629,0,0,0,1,23,10298,10334,23,10255,1,58,2,81,18,5,70,86,6,50,16
240,20170325,48,56,56,70,12,40,2,120,18,87,39,5,135,14,19,6,108,87,1706,0,0,0,1,24,10301,10334,1,10268,24,70,24,83,17,4,57,83,24,24,12
240,20170326,59,44,45,70,16,30,20,120,16,81,54,6,115,15,39,24,96,77,1499,0,0,0,1,21,10258,10268,8,10246,17,60,22,75,3,8,79,89,23,70,9
240,20170327,106,23,29,50,12,10,21,90,12,104,24,5,179,14,-7,6,115,91,1777,0,0,0,1,26,10228,10248,1,10208,17,56,3,82,18,3,63,93,5,35,14
240,20170328,238,35,40,80,20,0,2,120,20,117,34,5,199,14,-22,6,117,92,1676,0,0,0,1,26,10206,10218,23,10198,5,59,15,72,18,4,67,90,3,38,12
240,20170329,237,69,70,90,8,30,24,150,11,124,105,5,144,14,99,6,9,7,681,4,1,1,3,11,10228,10241,21,10212,5,61,3,81,19,8,78,89,4,64,19
240,20170330,187,43,48,70,10,30,18,110,12,157,96,6,215,14,84,6,80,63,1469,0,0,0,1,25,10213,10237,1,10167,24,69,5,81,17,7,66,86,1,46,16
240,20170331,200,40,53,100,14,30,24,150,14,138,80,23,219,13,58,24,58,45,1233,0,-1,-1,1,20,10124,10159,1,10106,11,67,14,80,8,8,71,87,23,50,12
240,20170401,210,20,31,50,9,10,3,70,8,101,58,5,138,14,15,6,2,2,645,7,1,1,10,9,10120,10143,23,10104,7,34,5,80,14,7,84,98,5,69,14
240,20170402,291,18,34,50,12,20,1,120,20,100,50,4,158,12,4,6,120,92,1884,0,0,0,1,28,10211,10270,24,10147,1,44,19,80,15,2,82,96,4,59,13
240,20170403,134,12,17,20,2,10,1,50,10,91,52,24,132,16,14,24,40,31,1009,0,0,0,1,14,10267,10283,9,10247,24,32,24,69,18,5,84,94,23,68,16
240,20170404,306,11,25,50,15,10,1,80,15,99,45,3,166,14,1,6,85,65,1554,0,0,0,1,23,10248,10265,22,10235,5,22,24,80,14,2,78,98,1,50,11
240,20170405,323,50,50,70,13,30,1,110,13,90,54,1,123,11,15,6,82,62,1572,0,0,0,1,22,10274,10284,20,10259,2,19,1,75,8,6,78,97,1,60,11
240,20170406,321,35,41,60,1,20,5,100,1,80,48,5,117,13,18,24,38,29,1062,0,-1,-1,1,15,10287,10300,11,10269,24,61,2,74,13,6,75,87,20,59,13
240,20170407,292,42,45,60,11,20,23,90,12,106,76,1,147,12,69,6,79,59,1813,0,0,0,1,27,10256,10265,1,10251,5,59,7,82,12,7,77,89,22,62,12
240,20170408,297,17,21,40,17,10,11,90,17,102,50,23,153,15,5,24,65,48,1523,0,0,0,1,22,10249,10260,10,10239,17,62,4,82,11,4,75,95,23,52,14
240,20170409,180,26,30,50,24,10,5,140,24,127,45,4,203,16,1,6,123,91,2054,0,0,0,1,32,10214,10243,8,10166,23,57,7,67,1,1,65,89,2,41,15
240,20170410,311,56,58,80,15,20,24,140,1,92,39,24,132,1,8,24,62,46,1347,0,-1,-1,1,19,10225,10258,22,10170,1,59,2,81,12,5,74,84,2,57,11
240,20170411,255,51,54,70,10,20,1,110,10,98,38,1,135,13,3,6,103,76,1831,0,0,0,1,27,10246,10263,11,10205,24,68,23,82,7,6,71,83,4,55,7
240,20170412,257,68,70,100,12,30,23,140,12,99,70,24,115,12,54,24,9,7,680,13,6,3,21,10,10153,10196,1,10129,21,50,17,73,8,8,82,94,24,72,12
240,20170413,287,48,53,70,12,30,1,100,12,87,43,23,124,13,27,24,66,48,1460,0,0,0,1,21,10155,10167,16,10127,1,60,24,76,14,5,77,94,24,60,13
240,20170414,241,48,51,80,15,20,1,130,24,99,42,1,134,14,28,6,48,35,1187,12,9,6,24,17,10151,10163,10,10123,24,58,2,83,10,7,73,93,2,48,15
240,20170415,280,70,74,100,12,30,24,140,2,93,53,24,116,10,37,24,45,32,1313,28,27,10,2,19,10147,10174,24,10116,2,56,2,81,18,7,75,94,2,57,17
240,20170416,294,41,44,70,10,10,22,130,10,77,47,1,108,15,27,6,29,21,1036,43,61,18,23,14,10190,10199,14,10172,1,57,9,79,17,6,78,92,2,67,17
240,20170417,339,46,49,90,14,0,2,170,15,67,27,24,112,12,3,24,99,71,1841,37,52,25,1,25,10204,10235,23,10171,3,33,1,81,9,5,71,95,3,49,13
240,20170418,18,33,46,70,15,20,2,110,16,64,17,2,110,14,-19,6,102,72,1733,19,27,8,4,23,10285,10350,24,10232,1,58,4,83,18,4,69,92,5,54,17
240,20170419,59,23,25,50,14,0,24,90,15,51,3,4,94,16,-43,24,79,56,1734,0,0,0,1,22,10369,10378,23,10350,1,75,4,83,8,5,56,79,23,39,10
240,20170420,240,33,37,60,14,0,1,90,12,75,0,4,121,14,-60,6,115,81,2100,0,0,0,1,29,10354,10374,1,10319,24,67,24,81,8,7,63,88,4,49,11
240,20170421,269,49,55,70,12,40,1,100,12,108,74,24,137,12,71,24,3,2,928,17,11,7,21,14,10285,10313,1,10262,22,38,4,75,15,8,81,95,22,70,15
240,20170422,322,53,54,90,15,20,2,140,11,78,40,24,114,13,24,24,68,47,1613,19,12,6,23,22,10265,10274,11,10260,3,58,24,80,11,7,70,91,2,53,13
240,20170423,293,28,38,70,12,20,1,100,8,71,28,5,114,14,-8,6,68,47,1622,8,8,7,8,22,10254,10271,8,10210,24,63,6,82,12,7,74,88,4,58,13
240,20170424,244,55,62,90,10,30,21,130,10,92,60,2,124,12,47,6,19,13,882,26,22,11,19,13,10127,10198,1,10061,24,59,10,75,1,8,80,94,19,71,8
240,20170425,289,58,64,90,8,10,23,170,8,60,29,24,99,14,16,24,76,52,1675,18,21,5,24,22,10086,10106,15,10054,5,61,15,82,13,5,75,90,23,48,13
240,20170426,331,29,35,70,15,10,3,130,14,57,-2,4,110,14,-27,6,80,55,1786,12,11,6,6,23,10136,10167,22,10103,1,63,5,83,17,4,73,97,2,52,13
240,20170427,259,41,43,70,13,10,2,120,13,69,4,3,106,14,-39,6,75,51,1663,7,17,15,24,22,10160,10170,7,10138,24,60,24,82,16,6,71,91,24,52,14
240,20170428,296,33,37,70,15,10,5,110,14,78,43,4,118,14,4,24,79,54,1739,19,35,22,2,24,10148,10173,23,10130,4,58,2,82,14,6,76,97,4,56,17
240,20170429,95,13,24,40,18,10,3,60,9,82,21,2,137,12,-17,6,67,45,1581,0,0,0,1,22,10175,10185,9,10158,24,65,1,83,17,3,71,94,4,50,16
240,20170430,108,69,70,100,12,40,1,160,12,130,52,5,192,15,37,6,115,78,2324,0,0,0,1,37,10088,10155,1,10040,24,75,1,83,17,5,48,70,1,32,13
240,20170501,144,33,40,70,1,10,20,110,1,119,92,21,144,15,63,24,7,5,970,19,4,2,7,15,10107,10168,24,10037,1,61,23,83,1,8,69,92,24,50,1
240,20170502,42,30,35,70,17,0,3,100,16,113,79,24,154,15,55,6,44,29,1317,34,19,10,23,20,10178,10197,23,10167,2,30,5,81,17,7,81,98,5,55,17
240,20170503,55,41,43,60,11,10,24,90,8,109,79,1,143,18,76,6,24,16,943,39,31,12,5,14,10204,10218,22,10189,4,36,5,72,17,8,83,95,5,66,17
240,20170504,50,70,70,90,10,30,1,150,16,106,86,6,128,14,80,6,34,23,1535,0,-1,-1,1,23,10212,10233,24,10202,4,60,1,75,3,7,77,87,1,70,9
240,20170505,57,51,53,80,7,30,20,130,6,94,78,5,111,13,75,6,0,0,676,2,1,1,1,10,10209,10229,1,10176,24,60,24,75,3,8,79,83,2,73,14
240,20170506,53,53,54,70,11,40,3,110,13,124,67,3,175,16,58,6,127,84,2501,0,0,0,1,39,10131,10169,1,10107,17,50,3,72,19,5,76,92,3,56,16
240,20170507,331,45,48,70,15,30,1,100,14,111,85,23,156,14,78,6,53,35,1632,0,-1,-1,1,25,10171,10196,21,10133,1,50,2,76,13,7,82,94,2,68,13
240,20170508,360,45,53,90,16,30,7,140,15,98,38,24,154,13,29,24,77,50,1742,0,-1,-1,1,25,10218,10253,23,10189,3,59,8,81,12,4,72,90,5,42,15
240,20170509,330,31,32,60,17,10,24,90,16,86,29,4,132,13,0,6,99,64,2056,0,0,0,1,29,10205,10250,1,10152,24,65,4,81,12,6,69,92,4,51,12
240,20170510,79,12,22,40,19,0,1,60,19,93,38,4,143,17,-2,6,69,45,1817,0,0,0,1,26,10092,10144,1,10042,24,70,1,82,9,4,70,89,4,52,15
240,20170511,102,34,40,60,9,20,23,90,9,157,54,3,230,14,28,6,121,78,2363,0,-1,-1,1,40,9985,10036,1,9953,18,65,8,82,20,3,60,84,24,37,13
240,20170512,181,32,40,60,10,20,23,90,10,154,123,23,204,17,114,24,26,17,1156,66,89,22,7,19,10005,10050,24,9966,1,47,7,79,16,7,86,96,7,56,16
240,20170513,215,34,41,60,16,20,1,90,16,139,92,24,182,12,78,24,17,11,1054,11,25,20,7,17,10105,10160,24,10050,1,35,24,76,17,6,85,96,3,67,17
240,20170514,224,35,45,90,15,10,23,140,15,138,86,23,202,11,42,24,99,63,2079,4,25,25,14,33,10203,10256,24,10164,1,21,1,81,16,3,76,98,1,50,11
240,20170515,192,33,37,70,15,10,1,100,14,149,73,2,206,14,45,6,87,55,2137,21,3,1,17,35,10274,10289,10,10258,1,62,2,82,15,5,73,96,2,43,14
240,20170516,223,37,44,70,15,10,24,110,15,201,159,4,258,14,151,6,33,21,1758,0,-1,-1,1,32,10252,10261,7,10240,24,75,1,83,19,8,65,80,4,47,14
240,20170517,139,25,33,60,15,10,1,100,15,223,161,3,285,16,149,6,87,55,2337,0,0,0,1,44,10157,10235,1,10076,23,61,8,83,23,7,61,87,3,39,15
240,20170518,23,14,45,80,24,20,12,120,23,152,130,6,207,1,131,6,32,20,1260,35,12,4,4,21,10108,10132,10,10067,24,41,3,80,13,8,85,96,5,69,13
240,20170519,217,48,67,100,7,30,22,150,5,129,97,24,164,4,85,24,20,13,824,5,46,46,1,13,10105,10150,24,10049,3,43,3,75,10,8,81,95,1,70,18
240,20170520,214,34,39,60,9,10,23,100,10,134,90,4,175,12,47,24,114,72,2087,0,-1,-1,1,33,10202,10250,24,10151,1,50,4,83,18,4,71,95,4,51,17
240,20170521,104,6,30,40,7,10,1,80,10,144,72,3,199,14,34,6,97,61,2099,0,0,0,1,34,10254,10272,8,10227,24,59,4,82,16,5,71,97,4,48,16
240,20170522,118,16,28,50,11,10,4,90,11,180,97,3,241,15,30,6,120,75,2590,0,0,0,1,45,10180,10223,1,10143,24,65,2,82,16,4,61,93,4,36,14
240,20170523,295,41,43,80,10,10,1,110,11,154,115,23,190,12,71,6,120,75,2605,0,0,0,1,43,10193,10236,21,10142,2,61,4,82,18,7,70,85,3,57,14
240,20170524,312,32,36,70,14,10,2,100,14,155,100,24,211,12,69,24,91,56,2343,0,0,0,1,39,10242,10254,23,10226,4,57,24,81,14,7,78,97,24,56,12
240,20170525,49,24,27,50,23,10,2,80,23,172,91,4,222,12,59,6,147,91,2834,0,0,0,1,49,10247,10260,8,10233,19,4,4,82,8,0,72,99,4,54,11
240,20170526,82,43,45,60,14,20,3,90,12,204,122,4,256,15,96,6,148,91,2873,0,0,0,1,53,10209,10236,4,10180,19,70,2,83,18,0,62,82,2,46,19
240,20170527,166,27,55,90,17,30,23,140,17,223,165,4,306,16,151,6,138,85,2766,0,0,0,1,52,10166,10181,3,10145,15,75,3,83,21,2,59,76,24,35,16
240,20170528,285,18,35,50,13,20,1,80,16,189,146,2,234,15,134,6,130,80,2646,0,0,0,1,47,10179,10189,9,10160,24,70,1,83,15,5,66,83,2,49,15
240,20170529,344,3,38,60,7,20,17,180,5,207,153,3,269,13,142,6,101,62,2365,7,70,65,5,44,10123,10159,1,10108,18,30,5,80,9,8,75,95,5,62,12
240,20170530,244,63,63,90,15,40,1,130,16,172,155,24,194,15,150,24,17,10,995,5,2,1,10,17,10147,10184,24,10115,2,30,10,80,15,7,82,94,10,68,15
240,20170531,308,27,34,50,1,10,24,90,15,166,113,24,208,12,56,24,135,82,2683,0,0,0,1,46,10220,10236,22,10188,1,61,3,82,17,3,71,91,2,54,18
240,20170601,89,16,18,30,6,10,2,50,13,170,87,4,229,16,42,6,149,91,2868,0,0,0,1,49,10218,10239,6,10189,24,65,3,83,20,2,60,92,3,41,16
240,20170602,10,17,23,50,14,0,5,90,13,203,126,4,250,12,84,6,117,71,2466,0,0,0,1,45,10164,10186,1,10138,24,70,3,83,19,5,59,88,4,39,11
240,20170603,288,26,35,70,13,10,1,100,13,177,135,23,221,12,125,24,81,49,1998,12,24,12,8,35,10130,10136,1,10124,12,57,8,80,1,7,79,92,22,65,1
240,20170604,253,45,50,80,12,20,1,120,12,154,111,23,190,8,83,24,129,78,2679,0,0,0,1,45,10153,10166,14,10132,2,56,4,82,18,3,71,94,4,51,15
240,20170605,204,32,48,80,11,10,20,130,11,170,114,1,212,14,97,6,76,46,2009,0,0,0,1,35,10101,10152,1,10012,24,70,1,83,22,8,64,83,3,52,11
